Iteration,Lambda,Deviation,step_size,Morozov,Objective_Function,Tikhonov,Time_Spent
163,0,0.1,0.0005203355012866969,170.00000000000003,3096.6258228768656,40833.65417050746,2.9389467239379883
164,0,0.1,0.0010062112460400593,170.00000000000003,3037.2827204261885,40931.58072626538,2.9843978881835938
165,0,0.1,0.0005200808357422682,170.00000000000003,2979.327495450963,40892.258871334765,3.0305585861206055
166,0,0.1,0.0010070963899886174,170.00000000000003,2922.918039531629,40988.315745572625,3.074969530105591
167,0,0.1,0.0005198167508570558,170.00000000000003,2867.821226468156,40950.05376842529,3.124338388442993
168,0,0.1,0.0010078914419320354,170.00000000000003,2814.1887315864287,41044.263296850455,3.169919729232788
169,0,0.1,0.0005195816021842842,170.00000000000003,2761.8048799096437,41007.032959636614,3.216883659362793
170,0,0.1,0.0010086387104279505,170.00000000000003,2710.8087942986253,41099.42210179701,3.2688467502593994
171,0,0.1,0.0005193608053261894,170.00000000000003,2661.000737589703,41063.1910536872,3.3204774856567383
172,0,0.1,0.0010093875692638256,170.00000000000003,2612.509131999997,41153.7903593843,3.364363193511963
173,0,0.1,0.0005191266315534727,170.00000000000003,2565.144475938187,41118.5287591935,3.4093422889709473
174,0,0.1,0.0010101769697214496,170.00000000000003,2519.026356394795,41207.36986313258,3.4532814025878906
175,0,0.1,0.000518889664948643,170.00000000000003,2473.9773411053466,41173.047339673576,3.500328779220581
176,0,0.1,0.0010109166066110554,170.00000000000003,2430.110265089722,41260.150280366026,3.544638156890869
177,0,0.1,0.0005186869956810346,170.00000000000003,2387.2600786880366,41226.742053921116,3.5892250537872314
178,0,0.1,0.0010116180692409747,170.00000000000003,2345.5317593326495,41312.13668886192,3.634457588195801
179,0,0.1,0.0005184847343208418,170.00000000000003,2304.771135285076,41279.61418971225,3.6762969493865967
180,0,0.1,0.0010123039596481554,170.00000000000003,2265.071559019774,41363.330885320225,3.7196309566497803
181,0,0.1,0.0005182661537260181,170.00000000000003,2226.292769416033,41331.667488971434,3.7625539302825928
182,0,0.1,0.001013003032743446,170.00000000000003,2188.5195633309786,41413.72897997661,3.804849624633789
183,0,0.1,0.0005180818592716368,170.00000000000003,2151.6211082710774,41382.90168974398,3.850172281265259
184,0,0.1,0.0010136463461115853,170.00000000000003,2115.6781981080426,41463.338460440056,3.894770622253418
185,0,0.1,0.0005179017509362181,170.00000000000003,2080.566741019709,41433.32180459274,3.9396004676818848
186,0,0.1,0.0010142377293880065,170.00000000000003,2046.3601966454694,41512.161024773945,3.983264684677124
187,0,0.1,0.0005177280576588813,170.00000000000003,2012.9444425679778,41482.930983139304,4.025334119796753
188,0,0.1,0.00101483725971949,170.00000000000003,1980.3885934742827,41560.19854925663,4.0722315311431885
189,0,0.1,0.0005175615584056199,170.00000000000003,1948.5836663427212,41531.73374678462,4.116290092468262
190,0,0.1,0.0010154113080552858,170.00000000000003,1917.5939422026752,41607.45736964061,4.1613242626190186
191,0,0.1,0.0005174011058297141,170.00000000000003,1887.31914787305,41579.73479808887,4.20508885383606
192,0,0.1,0.0010159610535056829,170.00000000000003,1857.8174132985596,41653.941331028385,4.247872352600098
193,0,0.1,0.0005172476282147918,170.00000000000003,1828.9957662593968,41626.940016527275,4.292585849761963
194,0,0.1,0.0010165149282152608,170.00000000000003,1800.9075253011217,41699.65931149289,4.334336519241333
195,0,0.1,0.0005170814162200935,170.00000000000003,1773.4659194871886,41673.35744812064,4.377618074417114
196,0,0.1,0.0010171051320983272,170.00000000000003,1746.719520071468,41744.61630759926,4.4211719036102295
197,0,0.1,0.0005169275620529745,170.00000000000003,1720.5875728842434,41718.99353096586,4.465356826782227
198,0,0.1,0.001017643248351485,170.00000000000003,1695.11597807119,41788.81738462969,4.508134841918945
199,0,0.1,0.000516779719506263,170.00000000000003,1670.2293835096207,41763.85392279929,4.553225994110107
200,0,0.1,0.0010181805676492415,170.00000000000003,1645.9696558390515,41832.27050340387,0.0
201,0,0.1,0.0005166372724166387,170.00000000000003,1622.2658058247027,41807.94790977856,0.0464634895324707
202,0,0.1,0.0010186446471297861,170.00000000000003,1599.1565187434503,41874.98197254906,0.08983278274536133
203,0,0.1,0.0005165114579808336,170.00000000000003,1576.576514626227,41851.282340192425,0.13495612144470215
204,0,0.1,0.0010191086358655181,170.00000000000003,1554.5619167353357,41916.957835050176,0.17762184143066406
205,0,0.1,0.00051639017755304,170.00000000000003,1533.0507325487,41893.86323744004,0.2238016128540039
